X,Y,neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,ObjectId
-7913042.6985524,5210582.0745968,N_601230550253961809,Bolling,Q2FD-MTWE-FN62,BOL-WELCOMELOBBY-AP1,"2300 Washington St., Roxbury 02119",42.3302745,-71.084072, Bolling Inside ,2021/06/28 07:56:30+00,1,,,Inside,Bolling,156
-7913042.6985524,5210582.0745968,N_601230550253961809,Bolling,Q2FD-VT33-84WZ,BOL-ROOFDECK-AP1,"2300 Washington St., Roxbury 02119",42.3302745,-71.084072, Bolling Inside ,2021/06/28 07:56:30+00,1,,,Inside,Bolling,157
-7916479.62103894,5207357.65377669,N_601230550253962329,BCYF Indoor,Q2JD-VG9W-FPTX,BCYF-Curtis-Hall-AP1,"20 South Street, Jamaica Plain - room 204 Senior Center
Asset tag #701689",42.3088574,-71.1149464, BCYF BCYF-Grant Curtis Inside Jamaica-Plain ,2021/06/28 07:56:31+00,1,BCYF,,Inside,Jamaica Plain,158
-7913746.51603294,5209392.82960815,N_601230550253962329,BCYF Indoor,Q2JD-UQKQ-B9LG,BCYF-Shelbourne-AP1,"2730 Washington St, Roxbury, MA - large meeting room",42.3223762,-71.0903945, BCYF BCYF-Grant Inside Roxbury Shelburne ,2021/06/28 07:56:31+00,1,BCYF,,Inside,Roxbury Shelburne,159
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-HLM8-574W,BCYF-Vine Street-Senior Lounge 222 AP1,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:31+00,1,,,,,160
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-YT4H-L4ES,BCYF-Vine Street-room 106 Teen,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:31+00,1,,,,,161
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-DSEF-JAHC,BCYF-Vine Street- Classroom B,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:31+00,1,,,,,162
-7916479.62103894,5207357.65377669,N_601230550253962329,BCYF Indoor,Q2JD-XS34-CU2K,BCYF-Curtis-Hall-AP2,"20 South Street, Jamaica Plain - Room 217 teen room",42.3088574,-71.1149464, BCYF BCYF-Grant Curtis Inside Jamaica-Plain ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Jamaica Plain,163
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-TEW9-ABKD,BCYF-Vine Street-Art Room 122,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:32+00,1,,,,,164
-7917903.40845814,5203986.36718846,N_601230550253962329,BCYF Indoor,Q2JD-XNJC-E9DV,BCYF-Roslindale-AP1,"6 Cummins Highway, Roslindale, MA - Meeting room",42.286457,-71.1277365, BCYF BCYF-Grant Inside Roslindale ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Roslindale,165
-7910480.64707594,5218088.01863919,N_601230550253962329,BCYF Indoor,Q2JD-UTKP-YWHB,BCYF-Charlestown-AP1,"240 Medford St., Charlestown, MA - meeting room",42.3801019,-71.0610567, BCYF BCYF-Grant Charlestown Inside ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Charlestown,166
-7913796.68772744,5210851.40437274,N_601230550253962329,BCYF Indoor,Q2JD-XRRZ-NCRG,BCYF-Madison-AP1,"75 Malcolm X Blvd. Roxbury, MA - Admin office",42.3320631,-71.0908452, BCYF BCYF-Grant Inside Madison-Park Roxbury ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Madison Park,167
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-D7L7-Y73T,BCYF-Vine Street-Fitness room 219,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:32+00,1,,,,,168
-7917903.40845814,5203986.36718846,N_601230550253962329,BCYF Indoor,Q2JD-XLEC-WCDN,BCYF-Roslindale-AP3,"6 Cummins Highway, Roslindale, MA - room 205 teen room",42.286457,-71.1277365, BCYF BCYF-Grant Inside Roslindale ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Roslindale,169
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-DUHQ-HF7B,BCYF-Vine Street-Computer room 205,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:32+00,1,,,,,170
-7910480.64707594,5218088.01863919,N_601230550253962329,BCYF Indoor,Q2JD-VTCK-Y2SH,BCYF-Charlestown-AP2,"240 Medford St., Charlestown, MA - Admin office",42.3801019,-71.0610567, BCYF BCYF-Grant Charlestown Inside ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Charlestown,171
-7909171.54099616,5205173.36864551,N_601230550253962329,BCYF Indoor,Q2JD-XRN5-6G22,BCYF-Murphy-AP2,"One Worrell Street, Dorchester, MA - Admin office B 123",42.2943449,-71.0492968, BCYF BCYF-Grant Dorchester Inside Murphy ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Dorchester Murphy,172
-7909171.54099616,5205173.36864551,N_601230550253962329,BCYF Indoor,Q2JD-WG4P-EVHX,BCYF-Murphy-AP1,"One Worrell St., Dorchester, MA -  inside lobby reception desk",42.2943449,-71.0492968, BCYF BCYF-Grant Dorchester Inside Murphy ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Dorchester Murphy,173
-7917903.40845814,5203986.36718846,N_601230550253962329,BCYF Indoor,Q2JD-URL9-7FSE,BCYF-Roslindale-AP2,"6 Cummins Highway, Roslindale, MA - Room 108 after school room",42.286457,-71.1277365, BCYF BCYF-Grant Inside Roslindale ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Roslindale,174
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-54N8-9YC9,BCYF-Vine Street-Senior Room 222 AP2,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:32+00,1,,,,,175
-7913746.51603294,5209392.82960815,N_601230550253962329,BCYF Indoor,Q2JD-VSFG-ZKNW,BCYF-Shelbourne-AP2,"2730 Washington St, Roxbury, MA - Game room (Teen room)",42.3223762,-71.0903945, BCYF BCYF-Grant Inside Roxbury Shelburne ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Roxbury Shelburne,176
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-GHSY-3U4C,BCYF-Vine Street-Dance Studio 209 left,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:32+00,1,,,,,177
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-6MR4-Y7UM,BCYF-Vine Street-Room 107,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:32+00,1,,,,,178
-7916479.62103894,5207357.65377669,N_601230550253962329,BCYF Indoor,Q2JD-XRZM-K84X,BCYF-Curtis-Hall-AP3,"20 South Street, Jamaica Plain, MA - Room 108 supervisor",42.3088574,-71.1149464, BCYF BCYF-Grant Curtis Inside Jamaica-Plain ,2021/06/28 07:56:32+00,1,BCYF,,Inside,Jamaica Plain,179
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-VVDJ-5Z5M,BCYF-Vine Street-Room 123,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2021/06/28 07:56:32+00,1,,,,,180
-13591946.3780132,4497545.18967124,N_601230550253962397,Main Streets Staging,Q2CK-SSND-ZPXK,,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:33+00,1,,,,,181
-13591946.3780132,4497545.18967124,N_601230550253962397,Main Streets Staging,Q2CK-U6Y3-HW4U,,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:33+00,1,,,,,182
0,0,N_601230550253962397,Main Streets Staging,Q2CK-FTCP-Z5SN,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,183
-13591946.3780132,4497545.18967124,N_601230550253962397,Main Streets Staging,Q2CK-SVN3-R4RV,00:18:0a:23:ae:84,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:33+00,1,,,,,184
0,0,N_601230550253962397,Main Streets Staging,Q2CK-GQMB-9FSM,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,185
-7910132.58442408,5215101.35681907,N_601230550253962397,Main Streets Staging,Q2CK-J8SH-SJKJ,,"1 city hall plaza, boston",42.36028,-71.05793, recently-added ,2021/06/28 07:56:33+00,1,,,,,186
0,0,N_601230550253962397,Main Streets Staging,Q2CK-GTLL-GW3D,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,187
0,0,N_601230550253962397,Main Streets Staging,Q2CK-CHPD-ZY4Z,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,188
0,0,N_601230550253962397,Main Streets Staging,Q2CK-EASL-HUTM,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,189
0,0,N_601230550253962397,Main Streets Staging,Q2CK-GYJN-8ZDP,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,190
-7910154.33695469,5215080.73618436,N_601230550253962397,Main Streets Staging,Q2CK-H4JE-2BSE,,"1 city hall plaza, boston, ma",42.3601431230712,-71.0581254063072, CITYHALL OUTSIDE recently-added ,2021/06/28 07:56:33+00,1,,,Outside,CITYHALL OUTSIDE,191
0,0,N_601230550253962397,Main Streets Staging,Q2CK-GASR-WMDM,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,192
0,0,N_601230550253962397,Main Streets Staging,Q2CK-9VYY-9FBQ,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,193
0,0,N_601230550253962397,Main Streets Staging,Q2CK-H5Z2-M7EB,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,194
-13591946.3780132,4497545.18967124,N_601230550253962397,Main Streets Staging,Q2CK-ST9N-54RA,00:18:0a:23:ae:4c,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:33+00,1,,,,,195
0,0,N_601230550253962397,Main Streets Staging,Q2CK-HM4Z-KTLU,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,196
0,0,N_601230550253962397,Main Streets Staging,Q2CK-FTCG-PW7D,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,197
-13591946.3780132,4497545.18967124,N_601230550253962397,Main Streets Staging,Q2CK-NUQQ-BXFN,,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:33+00,1,,,,,198
-13591946.3780132,4497545.18967124,N_601230550253962397,Main Streets Staging,Q2CK-5PE9-LEGE,,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:33+00,1,,,,,199
0,0,N_601230550253962397,Main Streets Staging,Q2CK-B4DN-LK75,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,200
0,0,N_601230550253962397,Main Streets Staging,Q2CK-AAC3-83DP,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,201
-7916455.53150113,5207618.46209409,N_601230550253962845,Jamaica Plain,Q2CK-NLSB-E9TE,JP-BFDE28-AP3,"746 Centre Street, Jamaica Plain",42.31059,-71.11473, recently-added ,2021/06/28 07:56:34+00,1,,,,,202
-7916495.23634603,5207371.84915115,N_601230550253962845,Jamaica Plain,Q2CK-SPCX-L9G6,JP-Curtis Hall-BCYF-AP1,"20 South St, Jamaica Plain, MA 02130",42.3089517038401,-71.1150866746902, BCYF BCYF-Grant Curtis-Hall Outside ,2021/06/28 07:56:34+00,1,BCYF,,Outside,Curtis Hall,203
-7916428.13000967,5207627.43546447,N_601230550253962845,Jamaica Plain,Q2CK-NER6-DHDA,JP-BFDE28-AP1,"746 Centre Street, Jamaica Plain",42.3106496109831,-71.1144838482141, recently-added ,2021/06/28 07:56:34+00,1,,,,,204
-7916455.53150113,5207618.46209409,N_601230550253962845,Jamaica Plain,Q2CK-NLUC-P9T6,JP-BFDE28-AP2,"746 Centre Street, Jamaica Plain",42.31059,-71.11473, recently-added ,2021/06/28 07:56:34+00,1,,,,,205
-7916492.84768889,5207337.21362271,N_601230550253962845,Jamaica Plain,Q2CK-LHCB-ZA9D,JP-Curtis Hall-BCYF-AP2,"20 South St, Jamaica Plain, MA 02130",42.308721610096,-71.1150652170181, BCYF Centre-South-Main-Street Curtis-Hall Outside ,2021/06/28 07:56:34+00,1,BCYF,,Outside,Centre South Main Street Curtis Hall,206
-7916551.66837083,5207223.66843261,N_601230550253962845,Jamaica Plain,Q2CK-L8D3-H68P,JP-Curtis Hall-BCYF-AP3,"55 South St, Jamaica Plain",42.3079672909511,-71.1155936121941, Centre-South-Main-Street Lightpole Outside ,2021/06/28 07:56:34+00,1,,,Outside,Centre South Main Street,207
-7914626.5522674,5210878.04262713,L_601230550253962684,YEE Tremont,Q2CK-2LH9-EPAT,BCYF_DYEE-Back,"1483 Tremont St, Boston, MA",42.33224,-71.0983, DYEE Inside ,2021/06/28 07:56:35+00,1,DYEE,,Inside,,208
-7914626.5522674,5210878.04262713,L_601230550253962684,YEE Tremont,Q2CK-5YRN-C3K6,BCYF_DYEE HQ_2ndFloor_AP1 ,"1483 Tremont St, Boston, MA",42.33224,-71.0983, DYEE Inside ,2021/06/28 07:56:35+00,1,DYEE,,Inside,,209
-7914626.5522674,5210878.04262713,L_601230550253962684,YEE Tremont,Q2CK-ZT6W-W7FT,BCYF_DYEE HQ_2ndFloor_AP2,"1483 Tremont St, Boston, MA",42.33224,-71.0983, DYEE Inside ,2021/06/28 07:56:35+00,1,DYEE,,Inside,,210
-7914626.5522674,5210878.04262713,L_601230550253962684,YEE Tremont,Q2CK-H8DS-PYK5,BCYF_DYEE HQ_2ndFloor_AP3,"1483 Tremont St, Boston, MA",42.33224,-71.0983, DYEE Inside ,2021/06/28 07:56:35+00,1,DYEE,,Inside,,211
-7914626.5522674,5210878.04262713,L_601230550253962684,YEE Tremont,Q2KD-EVN5-DSFP,BCYF-DYEE-2ndFloor-AP,"1483 Tremont St., Boston, MA",42.33224,-71.0983, DYEE Inside ,2021/06/28 07:56:35+00,1,DYEE,,Inside,,212
-7914626.5522674,5210878.04262713,L_601230550253962684,YEE Tremont,Q2FD-YZLD-HNUS,BCYF_Tremont_DYEE_2nd floor,"1483 Tremont St, Boston, MA",42.33224,-71.0983, DYEE Inside ,2021/06/28 07:56:35+00,1,DYEE,,Inside,,213
-7909614.11230751,5217126.35976929,L_601230550253962688,Navy Yard,Q2EK-HAXQ-8XW4,NavyYard-AP2,Navy yard Cambridge,42.3737202378565,-71.053272485733,,2021/06/28 07:56:36+00,1,,,,,214
-7909613.51514323,5217120.98529076,L_601230550253962688,Navy Yard,Q2EK-R989-H6FG,NavyYard-AP3,Navy yard Cambridge,42.3736845704699,-71.053267121315,,2021/06/28 07:56:36+00,1,,,,,215
-7909615.90380036,5217135.31723355,L_601230550253962688,Navy Yard,Q2EK-7S8P-KQQL,NavyYard-AP1,navy yard cambridge,42.373779683456,-71.0532885789871,,2021/06/28 07:56:36+00,1,,,,,216
-7911029.81951987,5208428.35937614,N_601230550253965255,Strand Theatre - External,Q2QD-428C-NVTB,Strand_Centered above external set of doors,"543 Columbia Road Boston, MA 02125",42.31597,-71.06599, Outside ,2021/06/28 07:56:37+00,1,,,Outside,,217
-7911029.81951987,5208428.35937614,N_601230550253965255,Strand Theatre - External,Q2QD-42EC-LQ5Z,Strand_Marquee support left,"543 Columbia Road Boston, MA 02125",42.31597,-71.06599, Outside ,2021/06/28 07:56:37+00,1,,,Outside,,218
-7911029.81951987,5208428.35937614,N_601230550253965255,Strand Theatre - External,Q2QD-86JE-GS2B,Strand_Marquee support right,"543 Columbia Road
Boston, MA 02125",42.31597,-71.06599, Outside ,2021/06/28 07:56:37+00,1,,,Outside,,219
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-6HAC-QJAE,Strand_Orchestra lobby_AP2,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,220
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-JUWB-SVBB,Strand_Camera room theatre wall ,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,221
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-363A-MRZV,Strand_Camera room office left,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,222
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2LD-ENHA-3CRX,Strand_F.O.H,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,223
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-T5KV-QQRN,Strand_Stage Right ,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,224
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-V49N-RSA2,Strand_Orchestra lobby_AP1,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,225
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-6H83-WZ3E,Strand_Box Office ceiling,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,226
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-DQJU-LYTD,Strand_Stage Left,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,227
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-4MAV-QUR8,Strand_Camera room office right,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,228
-7911029.81951987,5208428.35937614,N_601230550253965256,Strand Theatre - Internal,Q2KD-4CVV-PPU5,Strand_Orchestra lobby_AP3,"543 Columbia Rd, Boston, MA 02125",42.31597,-71.06599, Inside ,2021/06/28 07:56:38+00,1,,,Inside,,229
-7910793.82219939,5214375.24646151,N_568579452955527921,Parks,Q2CK-MP93-YDN3,PARKS-COMMONEAST-AP1,"139 Tremont St, Boston, MA 02111",42.35546,-71.06387, Boston-Common ,2021/06/28 07:56:14+00,1,,,,Boston Common,230
-7911267.14313568,5214258.70971467,N_568579452955527921,Parks,Q2CK-N8A5-VD4F,PARKS-COMMONWEST-AP3,"139 Tremont St, Boston, MA 02111",42.3546863818941,-71.0681219143136, recently-added ,2021/06/28 07:56:14+00,1,,,,,231
-7916711.121052,5208373.74182113,N_568579452955527921,Parks,Q2CD-6YGF-H7PW,PARKS-JAMAICAPOND-AP3,"507 Jamaicaway, Jamaica Plain, MA - inside boat house",42.3156072,-71.117026, Jamaica-Pond Outside ,2021/06/28 07:56:14+00,1,,,Outside,Jamaica Pond,232
-7910766.63937463,5214410.24200212,N_568579452955527921,Parks,Q2CK-NK2U-62SL,PARKS-COMMONEAST-AP2,"139 Tremont St, Boston, MA 02111",42.3556923127074,-71.0636258125305, Boston-Common ,2021/06/28 07:56:14+00,1,,,,Boston Common,233
-7916707.22966667,5202882.20011551,N_568579452955527921,Parks,Q2AK-U4TT-J95L,PARKS-MTHOPE-AP1,"Mt Hope Cemetery, Hyde Park, MA - Cummings Hwy & Canterbury St",42.2791186669152,-71.1169910430908, Mount-Hope-Cemetery Outside ,2021/06/28 07:56:14+00,1,,,Outside,Mount Hope Cemetery,234
-7911144.12729328,5214273.04165748,N_568579452955527921,Parks,Q2CK-L3KB-8LWG,PARKS-COMMONWEST-AP4,"139 Tremont St, Boston, MA 02111",42.3547815236464,-71.0670168441995, recently-added ,2021/06/28 07:56:14+00,1,,,,,235
-7913555.3025436,5206193.27119466,N_568579452955527921,Parks,Q2AK-ZBZB-FW8M,PARKS-FRANKLIN-AP1,"1 Circuit Dr., Roxbury, MA",42.3011216,-71.0886768, Franklin-Park Outside ,2021/06/28 07:56:14+00,1,,,Outside,Franklin Park,236
-7913555.3025436,5206193.27119466,N_568579452955527921,Parks,Q2DD-4KWV-JRMB,PARKS-FRANKLIN-AP2,"1 Circuit Dr., Roxbury, MA",42.3011216,-71.0886768, Franklin-Park Outside ,2021/06/28 07:56:14+00,1,,,Outside,Franklin Park,237
-7910846.36080647,5214190.18696366,N_568579452955527921,Parks,Q2EK-WDLM-65C6,PARKS-COMMONEAST-AP4 ,"139 Tremont St, Boston, MA 02111",42.3542314956852,-71.0643419623375, Boston-Common ,2021/06/28 07:56:14+00,1,,,,Boston Common,238
-7916711.121052,5208373.74182113,N_568579452955527921,Parks,Q2CK-7CSR-NUQK,PARKS-JAMAICAPOND-AP2,"507 Jamaicaway, Jamaica Plain, MA - bandstand",42.3156072,-71.117026, Jamaica-Pond Outside ,2021/06/28 07:56:14+00,1,,,Outside,Jamaica Pond,239
-7916710.57005438,5208368.62830857,N_568579452955527921,Parks,Q2CK-7ANU-RF72,PARKS-JAMAICAPOND-AP1,"507 Jamaicaway, Jamaica Plain, MA - boat house",42.3155732331151,-71.1170210503042, Jamaica-Pond Outside ,2021/06/28 07:56:14+00,1,,,Outside,Jamaica Pond,240
-7909171.54099616,5205173.36864551,N_568579452955534204,Dorchester,Q2CK-S8TK-5BFB,DOT-MURPHY-AP1,"1 Worrell St, Dorchester, MA 02122",42.2943449,-71.0492968, BPS Murphy-School Outside ,2021/06/28 07:56:16+00,1,BPS,,Outside,Murphy School,241
-7911567.60397989,5205967.47959864,N_568579452955534204,Dorchester,Q2CK-CJQV-TSTH,DOT-MARSHALL-AP2,"35 Westville St., Dorchester, MA",42.2996214,-71.070821, BPS Marshall-School Outside UP-Academy ,2021/06/28 07:56:16+00,1,BPS,,Outside,Marshall School UP Academy,242
-7909183.02916761,5205201.22498885,N_568579452955534204,Dorchester,Q2CK-FZJ6-67HG,DOT-MURPHY-AP2,"1 worrell st Dorchester, ma",42.29453,-71.0494, BCYF-Grant BPS Murphy-School Outside ,2021/06/28 07:56:16+00,1,,,Outside,Murphy School,243
-7910507.76865774,5207244.56918254,N_568579452955534204,Dorchester,Q2CK-F72Z-RK25,DOT-MATHER-AP1,"1 Parish St., Dorchester, MA",42.3081061423888,-71.0613003373146, BPS Mather-School Outside ,2021/06/28 07:56:16+00,1,BPS,,Outside,Mather School,244
-7911877.49517836,5206929.8178402,N_568579452955534204,Dorchester,Q2CK-GMBW-WDLD,DOT-HOLLAND-AP1,"85 Olney St., Dorchester, MA",42.3060151,-71.0736048, BCYF Holland-Comm-Center Outside ,2021/06/28 07:56:16+00,1,BCYF,,Outside,Holland Comm Center,245
